"Year","low_SSB","SSB","high_SSB","low_F","F","high_F","Fage","fishstock","SpeciesName","StockDescription"
2017,3775000,4490000,5205000,0.119,0.162,0.205,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2018,3389000,4103000,4818000,0.092,0.128,0.163,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2019,3212000,3965000,4717000,NA,NA,NA,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
1960,339573,461689,627718,0.197,0.276,0.386,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1961,337687,455025,613137,0.171,0.233,0.319,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1962,344568,459946,613958,0.172,0.233,0.315,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1963,345564,456518,603096,0.184,0.247,0.331,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1964,368704,479946,624751,0.214,0.284,0.378,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1965,402944,518913,668257,0.218,0.29,0.385,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1966,370205,479829,621914,0.225,0.299,0.397,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1967,382841,492147,632661,0.209,0.279,0.372,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1968,365312,470746,606608,0.151,0.202,0.27,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1969,404502,510616,644568,0.146,0.195,0.259,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1970,457145,565689,700004,0.237,0.309,0.402,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1971,452646,554013,678081,0.252,0.326,0.422,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1972,442242,537029,652133,0.249,0.321,0.413,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1973,447205,536980,644777,0.28,0.358,0.457,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1974,411626,491972,588002,0.38,0.48,0.606,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1975,334125,398071,474256,0.428,0.539,0.678,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1976,234905,281688,337787,0.456,0.572,0.718,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1977,174292,209744,252408,0.397,0.501,0.631,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1978,158315,189232,226188,0.441,0.553,0.693,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1979,142701,170643,204056,0.47,0.588,0.736,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1980,125725,150451,180039,0.451,0.564,0.707,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1981,128584,154708,186140,0.446,0.558,0.699,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1982,113036,135940,163486,0.442,0.555,0.698,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1983,134204,162762,197398,0.483,0.604,0.754,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1984,121055,146367,176972,0.575,0.715,0.888,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1985,91985,110846,133576,0.509,0.635,0.794,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1986,69196,83484,100721,0.433,0.544,0.682,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1987,59887,72113,86835,0.496,0.615,0.764,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1988,72705,88171,106928,0.486,0.605,0.754,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1989,79899,103206,133312,0.386,0.487,0.615,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1990,95302,119544,149954,0.437,0.55,0.692,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1991,93844,114596,139936,0.404,0.509,0.641,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1992,79749,94977,113113,0.484,0.605,0.756,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1993,80832,97175,116824,0.425,0.533,0.668,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1994,120016,147869,182186,0.377,0.477,0.603,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1995,158045,196889,245281,0.292,0.372,0.474,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1996,200675,246126,301873,0.281,0.36,0.461,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1997,200710,245371,299969,0.197,0.255,0.33,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1998,240778,294112,359259,0.196,0.254,0.329,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1999,250776,310104,383467,0.195,0.254,0.332,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2000,299911,370374,457391,0.172,0.225,0.294,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2001,309143,376555,458667,0.15,0.196,0.255,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2002,377812,452970,543079,0.145,0.188,0.244,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2003,372768,442949,526343,0.14,0.182,0.236,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2004,446290,525691,619219,0.135,0.176,0.229,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2005,516830,611511,723537,0.16,0.207,0.269,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2006,462224,543695,639526,0.191,0.247,0.319,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2007,471214,552527,647870,0.203,0.261,0.337,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2008,400833,477066,567796,0.257,0.329,0.421,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2009,309450,368792,439514,0.269,0.342,0.435,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2010,280568,333601,396658,0.297,0.377,0.48,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2011,249961,298212,355777,0.292,0.373,0.477,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2012,258049,307997,367614,0.274,0.351,0.449,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2013,273460,331872,402762,0.224,0.289,0.373,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2014,294502,360463,441199,0.201,0.261,0.339,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2015,300919,372942,462203,0.189,0.247,0.323,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2016,326495,413202,522936,0.181,0.241,0.32,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2017,334567,431671,556957,0.161,0.22,0.298,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2018,375262,494841,652524,0.164,0.231,0.327,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
2019,NA,555377,NA,NA,NA,NA,"4-7","pok.27.1-2","Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)"
1986,NA,NA,NA,NA,NA,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
1987,NA,NA,NA,NA,NA,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
1988,NA,NA,NA,NA,NA,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
1989,NA,NA,NA,NA,NA,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
1990,NA,55650,NA,NA,0.526,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
1991,NA,55807,NA,NA,0.373,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
1992,NA,58595,NA,NA,0.304,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
1993,NA,61412,NA,NA,0.296,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
1994,NA,63017,NA,NA,0.309,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
1995,NA,65844,NA,NA,0.251,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
1996,NA,65895,NA,NA,0.282,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
1997,NA,64909,NA,NA,0.273,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
1998,NA,60906,NA,NA,0.306,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
1999,NA,55172,NA,NA,0.325,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2000,NA,51710,NA,NA,0.26,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2001,NA,50596,NA,NA,0.196,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2002,NA,49668,NA,NA,0.179,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2003,NA,49595,NA,NA,0.144,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2004,NA,49439,NA,NA,0.136,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2005,NA,48954,NA,NA,0.132,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2006,NA,47563,NA,NA,0.142,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2007,NA,45565,NA,NA,0.146,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2008,NA,43638,NA,NA,0.136,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2009,NA,41406,NA,NA,0.138,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2010,NA,37472,NA,NA,0.184,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2011,NA,34677,NA,NA,0.162,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2012,NA,31881,NA,NA,0.176,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2013,NA,28902,NA,NA,0.207,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2014,NA,27042,NA,NA,0.189,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2015,NA,26031,NA,NA,0.166,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2016,NA,24244,NA,NA,0.232,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
2017,NA,22039,NA,NA,0.305,NA,"15+","reg.27.1-2","Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)"
1981,2233607,2846619,3627870,0.186,0.257,0.356,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1982,1828845,2304898,2904869,0.161,0.219,0.297,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1983,1506437,1858580,2293040,0.188,0.251,0.337,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1984,1437627,1744170,2116077,0.24,0.317,0.418,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1985,1710733,2078674,2525752,0.273,0.356,0.465,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1986,1866673,2263816,2745452,0.337,0.438,0.57,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1987,1591061,1926457,2332555,0.323,0.421,0.549,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1988,1362246,1635851,1964409,0.34,0.443,0.577,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1989,1292158,1546980,1852055,0.409,0.531,0.688,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1990,1126775,1360972,1643846,0.393,0.519,0.684,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1991,1423554,1779798,2225191,0.213,0.29,0.396,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1992,1941223,2458820,3114427,0.17,0.232,0.316,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1993,2012814,2536460,3196336,0.15,0.205,0.278,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1994,2029095,2529314,3152848,0.136,0.186,0.253,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1995,1894920,2309839,2815609,0.18,0.24,0.321,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1996,1829036,2208021,2665534,0.223,0.296,0.393,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1997,2031284,2457528,2973214,0.227,0.3,0.396,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1998,2968036,3643947,4473784,0.308,0.403,0.525,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1999,3577162,4406105,5427141,0.298,0.39,0.511,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2000,3496188,4222027,5098557,0.37,0.479,0.62,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2001,3785445,4552790,5475682,0.357,0.463,0.601,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2002,4487435,5408962,6519731,0.363,0.472,0.614,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2003,5676958,6867451,8307598,0.39,0.5,0.641,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2004,5666909,6783789,8120791,0.421,0.537,0.684,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2005,5088722,6084043,7274042,0.392,0.504,0.648,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2006,4943004,5934656,7125252,0.355,0.459,0.595,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2007,3904871,4706700,5673177,0.35,0.458,0.6,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2008,2959058,3619929,4428398,0.299,0.403,0.543,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2009,2211779,2779726,3493512,0.186,0.258,0.358,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2010,2115726,2713336,3479746,0.126,0.178,0.253,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2011,2156219,2747257,3500305,0.035,0.052,0.077,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2012,2797733,3477167,4321604,0.081,0.11,0.149,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2013,3126908,3812909,4649409,0.145,0.193,0.257,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2014,3357100,4050639,4887455,0.285,0.376,0.496,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2015,3475339,4229586,5147528,0.374,0.488,0.637,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2016,3981388,5017692,6323733,0.318,0.426,0.57,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2017,4822504,6295525,8218476,0.286,0.397,0.55,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2018,4620979,6315041,8630149,0.263,0.394,0.59,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2019,3722192,5576649,8355027,0.197,0.335,0.57,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
2020,NA,4325386,NA,NA,NA,NA,"3-7","whb.27.1-91214","Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)"
1980,1978236,4127954,8613736,0.149,0.226,0.342,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1981,1955633,3615055,6682552,0.152,0.226,0.336,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1982,2110609,3493495,5782457,0.155,0.226,0.331,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1983,2514353,3735481,5549667,0.158,0.227,0.326,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1984,2875482,4007395,5584877,0.162,0.229,0.323,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1985,2965637,3963573,5297314,0.167,0.232,0.321,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1986,2709923,3546426,4641142,0.173,0.236,0.321,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1987,2686792,3512079,4590863,0.18,0.241,0.322,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1988,2710955,3456899,4408096,0.188,0.246,0.324,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1989,2584908,3240691,4062843,0.197,0.255,0.329,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1990,2684817,3309485,4079494,0.209,0.265,0.337,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1991,2628641,3204802,3907250,0.221,0.278,0.348,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1992,2439302,2943216,3551230,0.233,0.29,0.361,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1993,2192907,2631753,3158421,0.244,0.302,0.374,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
1994,1944828,2318632,2764284,0.252,0.31,0.38,"4-8","mac.27.nea","Scomber scombrus","Mackerel (Scomber scombrus) in subareas 1-8 and 14 and Division 9.a (the Northeast Atlantic and adjacent waters)"
